"uri.URI","type.Type","name.Nom","geometry.geometry","rdfs.comment.Description","vocabulary.hasCreationDate.Date.de.création","vocabulary.hasDestructionDate.Date.de.destruction","vocabulary.hasFactorLevel.Modalité.de.facteur","vocabulary.hasGermplasm.Matériel.génétique","vocabulary.isHosted.Est.accueillie","vocabulary.isPartOf.Est.une.partie.de","NA.NA","NA.NA.1","NA.NA.2"
"inra-sixtine:qualite-du-fruit-bas-intrant/so-parcelle-e-minerale/42","vocabulary:SubPlot",42,"LINESTRING (0.4163339 44.3323086, 0.4164198 44.3323618)","Variété : 2733
Porte-Greffe : jaspi
Fertilisation : minerale
Irrigation : ent
Enherbement : des
Ferti_irrigation : oui
Répétition : 1
Arbre : 24-21 Variété : 2733
Porte-Greffe : jaspi
Fertilisation : minerale
Irrigation : ent
Enherbement : des
Ferti_irrigation : oui
Répétition : 1
Arbre : 24-21",NA,NA,"sixtine:set/factors#qualite-du-fruit-2017.enherbement.desherbe sixtine:set/factors#qualite-du-fruit-2017.irrigation.irrigue-enterre","http://sixtine.mistea.inrae.fr/set/germplasms#scionlot.prune-dente-707 http://sixtine.mistea.inrae.fr/set/germplasms#rootstocklot.jaspi",NA,NA,NA,NA,NA
"inra-sixtine:qualite-du-fruit-bas-intrant/so-parcelle-e-minerale/43","vocabulary:SubPlot",43,"LINESTRING (0.4158101 44.331913, 0.415896 44.3319662)","Variété : Spu
Porte-Greffe : jaspi
Fertilisation : minerale
Irrigation : ent
Enherbement : enh
Ferti_irrigation : oui
Répétition : 1
Arbre : 4-1 Variété : Spu
Porte-Greffe : jaspi
Fertilisation : minerale
Irrigation : ent
Enherbement : enh
Ferti_irrigation : oui
Répétition : 1
Arbre : 4-1",NA,NA,"sixtine:set/factors#qualite-du-fruit-2017.enherbement.desherbe sixtine:set/factors#qualite-du-fruit-2017.irrigation.irrigue-enterre","http://sixtine.mistea.inrae.fr/set/germplasms#rootstocklot.jaspi http://sixtine.mistea.inrae.fr/set/germplasms#variety.ferco",NA,NA,NA,NA,NA
"inra-sixtine:qualite-du-fruit-bas-intrant/so-parcelle-e-minerale/44","vocabulary:SubPlot",44,"LINESTRING (0.4159247 44.331984, 0.4160106 44.3320372)","Variété : Spu
Porte-Greffe : Ish
Fertilisation : minerale
Irrigation : ent
Enherbement : enh
Ferti_irrigation : oui
Répétition : 1
Arbre : 8-5 Variété : Spu
Porte-Greffe : Ish
Fertilisation : minerale
Irrigation : ent
Enherbement : enh
Ferti_irrigation : oui
Répétition : 1
Arbre : 8-5",NA,NA,"sixtine:set/factors#qualite-du-fruit-2017.enherbement.enherbe sixtine:set/factors#qualite-du-fruit-2017.irrigation.irrigue-enterre","http://sixtine.mistea.inrae.fr/set/germplasms#variety.ferco http://sixtine.mistea.inrae.fr/set/germplasms#rootstocklot.ishtara",NA,NA,NA,NA,NA
"inra-sixtine:qualite-du-fruit-bas-intrant/so-parcelle-e-minerale/45","vocabulary:SubPlot",45,"LINESTRING (0.4160392 44.3320549, 0.4161252 44.3321081)","Variété : Spu
Porte-Greffe : myro
Fertilisation : minerale
Irrigation : ent
Enherbement : enh
Ferti_irrigation : oui
Répétition : 1
Arbre : 12-9 Variété : Spu
Porte-Greffe : myro
Fertilisation : minerale
Irrigation : ent
Enherbement : enh
Ferti_irrigation : oui
Répétition : 1
Arbre : 12-9",NA,NA,"sixtine:set/factors#qualite-du-fruit-2017.enherbement.enherbe sixtine:set/factors#qualite-du-fruit-2017.irrigation.irrigue-enterre","http://sixtine.mistea.inrae.fr/set/germplasms#rootstocklot.myrobolan http://sixtine.mistea.inrae.fr/set/germplasms#variety.ferco",NA,NA,NA,NA,NA
"inra-sixtine:qualite-du-fruit-bas-intrant/so-parcelle-e-minerale/46","vocabulary:SubPlot",46,"LINESTRING (0.4161538 44.3321259, 0.4162398 44.3321791)","Variété : 2733
Porte-Greffe : jaspi
Fertilisation : minerale
Irrigation : ent
Enherbement : enh
Ferti_irrigation : oui
Répétition : 1
Arbre : 16-13 Variété : 2733
Porte-Greffe : jaspi
Fertilisation : minerale
Irrigation : ent
Enherbement : enh
Ferti_irrigation : oui
Répétition : 1
Arbre : 16-13",NA,NA,"sixtine:set/factors#qualite-du-fruit-2017.enherbement.enherbe sixtine:set/factors#qualite-du-fruit-2017.irrigation.irrigue-enterre","http://sixtine.mistea.inrae.fr/set/germplasms#rootstocklot.jaspi http://sixtine.mistea.inrae.fr/set/germplasms#scionlot.prune-dente-707",NA,NA,NA,NA,NA
"inra-sixtine:qualite-du-fruit-bas-intrant/so-parcelle-e-minerale/47","vocabulary:SubPlot",47,"LINESTRING (0.4162684 44.3321968, 0.4163543 44.33225)","Variété : 2733
Porte-Greffe : jaspi
Fertilisation : minerale
Irrigation : ent
Enherbement : enh
Ferti_irrigation : oui
Répétition : 1
Arbre : 20-17 Variété : 2733
Porte-Greffe : jaspi
Fertilisation : minerale
Irrigation : ent
Enherbement : enh
Ferti_irrigation : oui
Répétition : 1
Arbre : 20-17",NA,NA,"sixtine:set/factors#qualite-du-fruit-2017.enherbement.enherbe sixtine:set/factors#qualite-du-fruit-2017.irrigation.irrigue-enterre","http://sixtine.mistea.inrae.fr/set/germplasms#scionlot.prune-dente-707 http://sixtine.mistea.inrae.fr/set/germplasms#rootstocklot.jaspi",NA,NA,NA,NA,NA
"inra-sixtine:qualite-du-fruit-bas-intrant/so-parcelle-e-minerale/48","vocabulary:SubPlot",48,"LINESTRING (0.416383 44.3322677, 0.4164689 44.332321)","Variété : 2733
Porte-Greffe : myro
Fertilisation : minerale
Irrigation : ent
Enherbement : enh
Ferti_irrigation : oui
Répétition : 1
Arbre : 24-21 Variété : 2733
Porte-Greffe : myro
Fertilisation : minerale
Irrigation : ent
Enherbement : enh
Ferti_irrigation : oui
Répétition : 1
Arbre : 24-21",NA,NA,"sixtine:set/factors#qualite-du-fruit-2017.enherbement.enherbe sixtine:set/factors#qualite-du-fruit-2017.irrigation.irrigue-enterre","http://sixtine.mistea.inrae.fr/set/germplasms#rootstocklot.myrobolan http://sixtine.mistea.inrae.fr/set/germplasms#scionlot.prune-dente-707",NA,NA,NA,NA,NA
"inra-sixtine:qualite-du-fruit-bas-intrant/so-parcelle-e-minerale/49","vocabulary:SubPlot",49,"LINESTRING (0.4158592 44.3318722, 0.4159452 44.3319254)","Variété : Spu
Porte-Greffe : Ish
Fertilisation : minerale
Irrigation : sec
Enherbement : des
Ferti_irrigation : non
Répétition : 2
Arbre : 4-1 Variété : Spu
Porte-Greffe : Ish
Fertilisation : minerale
Irrigation : sec
Enherbement : des
Ferti_irrigation : non
Répétition : 2
Arbre : 4-1",NA,NA,"sixtine:set/factors#qualite-du-fruit-2017.enherbement.enherbe sixtine:set/factors#qualite-du-fruit-2017.irrigation.ferti-irrigue-enterre","http://sixtine.mistea.inrae.fr/set/germplasms#rootstocklot.ishtara http://sixtine.mistea.inrae.fr/set/germplasms#variety.ferco",NA,NA,NA,NA,NA
"inra-sixtine:qualite-du-fruit-bas-intrant/so-parcelle-e-minerale/5","vocabulary:SubPlot",5,"LINESTRING (0.4159244 44.3324825, 0.4160104 44.3325357)","Variété : 2733
Porte-Greffe : myro
Fertilisation : minerale
Irrigation : sec
Enherbement : des
Ferti_irrigation : non
Répétition : 1
Arbre : 20-17 Variété : 2733
Porte-Greffe : myro
Fertilisation : minerale
Irrigation : sec
Enherbement : des
Ferti_irrigation : non
Répétition : 1
Arbre : 20-17",NA,NA,"sixtine:set/factors#qualite-du-fruit-2017.enherbement.enherbe sixtine:set/factors#qualite-du-fruit-2017.irrigation.irrigue-enterre","http://sixtine.mistea.inrae.fr/set/germplasms#rootstocklot.myrobolan http://sixtine.mistea.inrae.fr/set/germplasms#scionlot.prune-dente-707",NA,NA,NA,NA,NA
"inra-sixtine:qualite-du-fruit-bas-intrant/so-parcelle-e-minerale/50","vocabulary:SubPlot",50,"LINESTRING (0.4159738 44.3319432, 0.4160597 44.3319964)","Variété : Spu
Porte-Greffe : myro
Fertilisation : minerale
Irrigation : sec
Enherbement : des
Ferti_irrigation : non
Répétition : 2
Arbre : 8-5 Variété : Spu
Porte-Greffe : myro
Fertilisation : minerale
Irrigation : sec
Enherbement : des
Ferti_irrigation : non
Répétition : 2
Arbre : 8-5",NA,NA,"sixtine:set/factors#qualite-du-fruit-2017.enherbement.desherbe sixtine:set/factors#qualite-du-fruit-2017.irrigation.irrigue-enterre","http://sixtine.mistea.inrae.fr/set/germplasms#rootstocklot.myrobolan http://sixtine.mistea.inrae.fr/set/germplasms#variety.ferco",NA,NA,NA,NA,NA
"inra-sixtine:qualite-du-fruit-bas-intrant/so-parcelle-e-minerale/51","vocabulary:SubPlot",51,"LINESTRING (0.4160884 44.3320141, 0.4161743 44.3320673)","Variété : Spu
Porte-Greffe : jaspi
Fertilisation : minerale
Irrigation : sec
Enherbement : des
Ferti_irrigation : non
Répétition : 2
Arbre : 12-9 Variété : Spu
Porte-Greffe : jaspi
Fertilisation : minerale
Irrigation : sec
Enherbement : des
Ferti_irrigation : non
Répétition : 2
Arbre : 12-9",NA,NA,"sixtine:set/factors#qualite-du-fruit-2017.enherbement.desherbe sixtine:set/factors#qualite-du-fruit-2017.irrigation.irrigue-enterre","http://sixtine.mistea.inrae.fr/set/germplasms#variety.ferco http://sixtine.mistea.inrae.fr/set/germplasms#rootstocklot.jaspi",NA,NA,NA,NA,NA
"inra-sixtine:qualite-du-fruit-bas-intrant/so-parcelle-e-minerale/52","vocabulary:SubPlot",52,"LINESTRING (0.416203 44.332085, 0.4162889 44.3321382)","Variété : 2733
Porte-Greffe : jaspi
Fertilisation : minerale
Irrigation : sec
Enherbement : des
Ferti_irrigation : non
Répétition : 2
Arbre : 16-13 Variété : 2733
Porte-Greffe : jaspi
Fertilisation : minerale
Irrigation : sec
Enherbement : des
Ferti_irrigation : non
Répétition : 2
Arbre : 16-13",NA,NA,"sixtine:set/factors#qualite-du-fruit-2017.enherbement.desherbe sixtine:set/factors#qualite-du-fruit-2017.irrigation.irrigue-enterre","http://sixtine.mistea.inrae.fr/set/germplasms#scionlot.prune-dente-707 http://sixtine.mistea.inrae.fr/set/germplasms#rootstocklot.jaspi",NA,NA,NA,NA,NA
"inra-sixtine:qualite-du-fruit-bas-intrant/so-parcelle-e-minerale/53","vocabulary:SubPlot",53,"LINESTRING (0.4163176 44.332156, 0.4164035 44.3322092)","Variété : 2733
Porte-Greffe : myro
Fertilisation : minerale
Irrigation : sec
Enherbement : des
Ferti_irrigation : non
Répétition : 2
Arbre : 20-17 Variété : 2733
Porte-Greffe : myro
Fertilisation : minerale
Irrigation : sec
Enherbement : des
Ferti_irrigation : non
Répétition : 2
Arbre : 20-17",NA,NA,"sixtine:set/factors#qualite-du-fruit-2017.enherbement.desherbe sixtine:set/factors#qualite-du-fruit-2017.irrigation.irrigue-enterre","http://sixtine.mistea.inrae.fr/set/germplasms#scionlot.prune-dente-707 http://sixtine.mistea.inrae.fr/set/germplasms#rootstocklot.myrobolan",NA,NA,NA,NA,NA
"inra-sixtine:qualite-du-fruit-bas-intrant/so-parcelle-e-minerale/54","vocabulary:SubPlot",54,"LINESTRING (0.4164321 44.3322269, 0.4165181 44.3322801)","Variété : 2733
Porte-Greffe : jaspi
Fertilisation : minerale
Irrigation : sec
Enherbement : des
Ferti_irrigation : non
Répétition : 2
Arbre : 24-21 Variété : 2733
Porte-Greffe : jaspi
Fertilisation : minerale
Irrigation : sec
Enherbement : des
Ferti_irrigation : non
Répétition : 2
Arbre : 24-21",NA,NA,"sixtine:set/factors#qualite-du-fruit-2017.enherbement.enherbe sixtine:set/factors#qualite-du-fruit-2017.irrigation.irrigue-microjet","http://sixtine.mistea.inrae.fr/set/germplasms#scionlot.prune-dente-707 http://sixtine.mistea.inrae.fr/set/germplasms#rootstocklot.jaspi",NA,NA,NA,NA,NA
"inra-sixtine:qualite-du-fruit-bas-intrant/so-parcelle-e-minerale/55","vocabulary:SubPlot",55,"LINESTRING (0.4159084 44.3318314, 0.4159943 44.3318846)","Variété : Spu
Porte-Greffe : jaspi
Fertilisation : minerale
Irrigation : sec
Enherbement : enh
Ferti_irrigation : non
Répétition : 2
Arbre : 4-1 Variété : Spu
Porte-Greffe : jaspi
Fertilisation : minerale
Irrigation : sec
Enherbement : enh
Ferti_irrigation : non
Répétition : 2
Arbre : 4-1",NA,NA,"sixtine:set/factors#qualite-du-fruit-2017.enherbement.enherbe sixtine:set/factors#qualite-du-fruit-2017.irrigation.irrigue-microjet","http://sixtine.mistea.inrae.fr/set/germplasms#variety.ferco http://sixtine.mistea.inrae.fr/set/germplasms#rootstocklot.jaspi",NA,NA,NA,NA,NA
"inra-sixtine:qualite-du-fruit-bas-intrant/so-parcelle-e-minerale/56","vocabulary:SubPlot",56,"LINESTRING (0.4160229 44.3319023, 0.4161089 44.3319555)","Variété : Spu
Porte-Greffe : Ish
Fertilisation : minerale
Irrigation : sec
Enherbement : enh
Ferti_irrigation : non
Répétition : 2
Arbre : 8-5 Variété : Spu
Porte-Greffe : Ish
Fertilisation : minerale
Irrigation : sec
Enherbement : enh
Ferti_irrigation : non
Répétition : 2
Arbre : 8-5",NA,NA,"sixtine:set/factors#qualite-du-fruit-2017.enherbement.enherbe sixtine:set/factors#qualite-du-fruit-2017.irrigation.irrigue-microjet","http://sixtine.mistea.inrae.fr/set/germplasms#rootstocklot.ishtara http://sixtine.mistea.inrae.fr/set/germplasms#variety.ferco",NA,NA,NA,NA,NA
"inra-sixtine:qualite-du-fruit-bas-intrant/so-parcelle-e-minerale/57","vocabulary:SubPlot",57,"LINESTRING (0.4161375 44.3319733, 0.4162235 44.3320265)","Variété : Spu
Porte-Greffe : myro
Fertilisation : minerale
Irrigation : sec
Enherbement : enh
Ferti_irrigation : non
Répétition : 2
Arbre : 12-9 Variété : Spu
Porte-Greffe : myro
Fertilisation : minerale
Irrigation : sec
Enherbement : enh
Ferti_irrigation : non
Répétition : 2
Arbre : 12-9",NA,NA,"sixtine:set/factors#qualite-du-fruit-2017.enherbement.enherbe sixtine:set/factors#qualite-du-fruit-2017.irrigation.irrigue-microjet","http://sixtine.mistea.inrae.fr/set/germplasms#variety.ferco http://sixtine.mistea.inrae.fr/set/germplasms#rootstocklot.myrobolan",NA,NA,NA,NA,NA
"inra-sixtine:qualite-du-fruit-bas-intrant/so-parcelle-e-minerale/58","vocabulary:SubPlot",58,"LINESTRING (0.4162521 44.3320442, 0.416338 44.3320974)","Variété : 2733
Porte-Greffe : jaspi
Fertilisation : minerale
Irrigation : sec
Enherbement : enh
Ferti_irrigation : non
Répétition : 2
Arbre : 16-13 Variété : 2733
Porte-Greffe : jaspi
Fertilisation : minerale
Irrigation : sec
Enherbement : enh
Ferti_irrigation : non
Répétition : 2
Arbre : 16-13",NA,NA,"sixtine:set/factors#qualite-du-fruit-2017.enherbement.enherbe sixtine:set/factors#qualite-du-fruit-2017.irrigation.sec","http://sixtine.mistea.inrae.fr/set/germplasms#rootstocklot.jaspi http://sixtine.mistea.inrae.fr/set/germplasms#scionlot.prune-dente-707",NA,NA,NA,NA,NA
"inra-sixtine:qualite-du-fruit-bas-intrant/so-parcelle-e-minerale/59","vocabulary:SubPlot",59,"LINESTRING (0.4163667 44.3321152, 0.4164526 44.3321684)","Variété : 2733
Porte-Greffe : jaspi
Fertilisation : minerale
Irrigation : sec
Enherbement : enh
Ferti_irrigation : non
Répétition : 2
Arbre : 20-17 Variété : 2733
Porte-Greffe : jaspi
Fertilisation : minerale
Irrigation : sec
Enherbement : enh
Ferti_irrigation : non
Répétition : 2
Arbre : 20-17",NA,NA,"sixtine:set/factors#qualite-du-fruit-2017.enherbement.enherbe sixtine:set/factors#qualite-du-fruit-2017.irrigation.irrigue-microjet","http://sixtine.mistea.inrae.fr/set/germplasms#scionlot.prune-dente-707 http://sixtine.mistea.inrae.fr/set/germplasms#rootstocklot.jaspi",NA,NA,NA,NA,NA
"inra-sixtine:qualite-du-fruit-bas-intrant/so-parcelle-e-minerale/6","vocabulary:SubPlot",6,"LINESTRING (0.416039 44.3325535, 0.416125 44.3326067)","Variété : 2733
Porte-Greffe : jaspi
Fertilisation : minerale
Irrigation : sec
Enherbement : des
Ferti_irrigation : non
Répétition : 1
Arbre : 24-21 Variété : 2733
Porte-Greffe : jaspi
Fertilisation : minerale
Irrigation : sec
Enherbement : des
Ferti_irrigation : non
Répétition : 1
Arbre : 24-21",NA,NA,"sixtine:set/factors#qualite-du-fruit-2017.enherbement.enherbe sixtine:set/factors#qualite-du-fruit-2017.irrigation.sec","http://sixtine.mistea.inrae.fr/set/germplasms#scionlot.prune-dente-707 http://sixtine.mistea.inrae.fr/set/germplasms#rootstocklot.jaspi",NA,NA,NA,NA,NA
"inra-sixtine:qualite-du-fruit-bas-intrant/so-parcelle-e-minerale/60","vocabulary:SubPlot",60,"LINESTRING (0.4164813 44.3321861, 0.4165672 44.3322393)","Variété : 2733
Porte-Greffe : myro
Fertilisation : minerale
Irrigation : sec
Enherbement : enh
Ferti_irrigation : non
Répétition : 2
Arbre : 24-21 Variété : 2733
Porte-Greffe : myro
Fertilisation : minerale
Irrigation : sec
Enherbement : enh
Ferti_irrigation : non
Répétition : 2
Arbre : 24-21",NA,NA,"sixtine:set/factors#qualite-du-fruit-2017.enherbement.enherbe sixtine:set/factors#qualite-du-fruit-2017.irrigation.sec","http://sixtine.mistea.inrae.fr/set/germplasms#scionlot.prune-dente-707 http://sixtine.mistea.inrae.fr/set/germplasms#rootstocklot.myrobolan",NA,NA,NA,NA,NA
"inra-sixtine:qualite-du-fruit-bas-intrant/so-parcelle-e-minerale/61","vocabulary:SubPlot",61,"LINESTRING (0.4159575 44.3317906, 0.4160434 44.3318438)","Variété : Spu
Porte-Greffe : myro
Fertilisation : minerale
Irrigation : mic
Enherbement : des
Ferti_irrigation : non
Répétition : 2
Arbre : 4-1 Variété : Spu
Porte-Greffe : myro
Fertilisation : minerale
Irrigation : mic
Enherbement : des
Ferti_irrigation : non
Répétition : 2
Arbre : 4-1",NA,NA,"sixtine:set/factors#qualite-du-fruit-2017.enherbement.enherbe sixtine:set/factors#qualite-du-fruit-2017.irrigation.irrigue-microjet","http://sixtine.mistea.inrae.fr/set/germplasms#variety.ferco http://sixtine.mistea.inrae.fr/set/germplasms#rootstocklot.myrobolan",NA,NA,NA,NA,NA
"inra-sixtine:qualite-du-fruit-bas-intrant/so-parcelle-e-minerale/62","vocabulary:SubPlot",62,"LINESTRING (0.4160721 44.3318615, 0.416158 44.3319147)","Variété : Spu
Porte-Greffe : jaspi
Fertilisation : minerale
Irrigation : mic
Enherbement : des
Ferti_irrigation : non
Répétition : 2
Arbre : 8-5 Variété : Spu
Porte-Greffe : jaspi
Fertilisation : minerale
Irrigation : mic
Enherbement : des
Ferti_irrigation : non
Répétition : 2
Arbre : 8-5",NA,NA,"sixtine:set/factors#qualite-du-fruit-2017.enherbement.enherbe sixtine:set/factors#qualite-du-fruit-2017.irrigation.sec","http://sixtine.mistea.inrae.fr/set/germplasms#variety.ferco http://sixtine.mistea.inrae.fr/set/germplasms#rootstocklot.jaspi",NA,NA,NA,NA,NA
"inra-sixtine:qualite-du-fruit-bas-intrant/so-parcelle-e-minerale/63","vocabulary:SubPlot",63,"LINESTRING (0.4161867 44.3319325, 0.4162726 44.3319857)","Variété : Spu
Porte-Greffe : Ish
Fertilisation : minerale
Irrigation : mic
Enherbement : des
Ferti_irrigation : non
Répétition : 2
Arbre : 12-9 Variété : Spu
Porte-Greffe : Ish
Fertilisation : minerale
Irrigation : mic
Enherbement : des
Ferti_irrigation : non
Répétition : 2
Arbre : 12-9",NA,NA,"sixtine:set/factors#qualite-du-fruit-2017.enherbement.enherbe sixtine:set/factors#qualite-du-fruit-2017.irrigation.sec","http://sixtine.mistea.inrae.fr/set/germplasms#rootstocklot.ishtara http://sixtine.mistea.inrae.fr/set/germplasms#variety.ferco",NA,NA,NA,NA,NA
"inra-sixtine:qualite-du-fruit-bas-intrant/so-parcelle-e-minerale/64","vocabulary:SubPlot",64,"LINESTRING (0.4163012 44.3320034, 0.4163872 44.3320566)","Variété : 2733
Porte-Greffe : myro
Fertilisation : minerale
Irrigation : mic
Enherbement : des
Ferti_irrigation : non
Répétition : 2
Arbre : 16-13 Variété : 2733
Porte-Greffe : myro
Fertilisation : minerale
Irrigation : mic
Enherbement : des
Ferti_irrigation : non
Répétition : 2
Arbre : 16-13",NA,NA,"sixtine:set/factors#qualite-du-fruit-2017.enherbement.enherbe sixtine:set/factors#qualite-du-fruit-2017.irrigation.sec","http://sixtine.mistea.inrae.fr/set/germplasms#rootstocklot.myrobolan http://sixtine.mistea.inrae.fr/set/germplasms#scionlot.prune-dente-707",NA,NA,NA,NA,NA
"inra-sixtine:qualite-du-fruit-bas-intrant/so-parcelle-e-minerale/65","vocabulary:SubPlot",65,"LINESTRING (0.4164158 44.3320743, 0.4165018 44.3321276)","Variété : 2733
Porte-Greffe : jaspi
Fertilisation : minerale
Irrigation : mic
Enherbement : des
Ferti_irrigation : non
Répétition : 2
Arbre : 20-17 Variété : 2733
Porte-Greffe : jaspi
Fertilisation : minerale
Irrigation : mic
Enherbement : des
Ferti_irrigation : non
Répétition : 2
Arbre : 20-17",NA,NA,"sixtine:set/factors#qualite-du-fruit-2017.enherbement.enherbe sixtine:set/factors#qualite-du-fruit-2017.irrigation.sec","http://sixtine.mistea.inrae.fr/set/germplasms#scionlot.prune-dente-707 http://sixtine.mistea.inrae.fr/set/germplasms#rootstocklot.jaspi",NA,NA,NA,NA,NA
"inra-sixtine:qualite-du-fruit-bas-intrant/so-parcelle-e-minerale/66","vocabulary:SubPlot",66,"LINESTRING (0.4165304 44.3321453, 0.4166163 44.3321985)","Variété : 2733
Porte-Greffe : jaspi
Fertilisation : minerale
Irrigation : mic
Enherbement : des
Ferti_irrigation : non
Répétition : 2
Arbre : 24-21 Variété : 2733
Porte-Greffe : jaspi
Fertilisation : minerale
Irrigation : mic
Enherbement : des
Ferti_irrigation : non
Répétition : 2
Arbre : 24-21",NA,NA,"sixtine:set/factors#qualite-du-fruit-2017.enherbement.enherbe sixtine:set/factors#qualite-du-fruit-2017.irrigation.sec","http://sixtine.mistea.inrae.fr/set/germplasms#rootstocklot.jaspi http://sixtine.mistea.inrae.fr/set/germplasms#scionlot.prune-dente-707",NA,NA,NA,NA,NA
"inra-sixtine:qualite-du-fruit-bas-intrant/so-parcelle-e-minerale/67","vocabulary:SubPlot",67,"LINESTRING (0.4160066 44.3317498, 0.4160926 44.331803)","Variété : 2733
Porte-Greffe : jaspi
Fertilisation : minerale
Irrigation : mic
Enherbement : enh
Ferti_irrigation : non
Répétition : 2
Arbre : 4-1 Variété : 2733
Porte-Greffe : jaspi
Fertilisation : minerale
Irrigation : mic
Enherbement : enh
Ferti_irrigation : non
Répétition : 2
Arbre : 4-1",NA,NA,"sixtine:set/factors#qualite-du-fruit-2017.enherbement.enherbe sixtine:set/factors#qualite-du-fruit-2017.irrigation.sec","http://sixtine.mistea.inrae.fr/set/germplasms#rootstocklot.jaspi http://sixtine.mistea.inrae.fr/set/germplasms#scionlot.prune-dente-707",NA,NA,NA,NA,NA
"inra-sixtine:qualite-du-fruit-bas-intrant/so-parcelle-e-minerale/68","vocabulary:SubPlot",68,"LINESTRING (0.4161212 44.3318207, 0.4162072 44.3318739)","Variété : 2733
Porte-Greffe : myro
Fertilisation : minerale
Irrigation : mic
Enherbement : enh
Ferti_irrigation : non
Répétition : 2
Arbre : 8-5 Variété : 2733
Porte-Greffe : myro
Fertilisation : minerale
Irrigation : mic
Enherbement : enh
Ferti_irrigation : non
Répétition : 2
Arbre : 8-5",NA,NA,"sixtine:set/factors#qualite-du-fruit-2017.enherbement.enherbe sixtine:set/factors#qualite-du-fruit-2017.irrigation.sec","http://sixtine.mistea.inrae.fr/set/germplasms#rootstocklot.myrobolan http://sixtine.mistea.inrae.fr/set/germplasms#scionlot.prune-dente-707",NA,NA,NA,NA,NA
"inra-sixtine:qualite-du-fruit-bas-intrant/so-parcelle-e-minerale/69","vocabulary:SubPlot",69,"LINESTRING (0.4162358 44.3318916, 0.4163217 44.3319449)","Variété : 2733
Porte-Greffe : jaspi
Fertilisation : minerale
Irrigation : mic
Enherbement : enh
Ferti_irrigation : non
Répétition : 2
Arbre : 12-9 Variété : 2733
Porte-Greffe : jaspi
Fertilisation : minerale
Irrigation : mic
Enherbement : enh
Ferti_irrigation : non
Répétition : 2
Arbre : 12-9",NA,NA,"sixtine:set/factors#qualite-du-fruit-2017.enherbement.desherbe sixtine:set/factors#qualite-du-fruit-2017.irrigation.irrigue-microjet","http://sixtine.mistea.inrae.fr/set/germplasms#rootstocklot.jaspi http://sixtine.mistea.inrae.fr/set/germplasms#scionlot.prune-dente-707",NA,NA,NA,NA,NA
"inra-sixtine:qualite-du-fruit-bas-intrant/so-parcelle-e-minerale/7","vocabulary:SubPlot",7,"LINESTRING (0.4155153 44.3321579, 0.4156012 44.3322111)","Variété : Spu
Porte-Greffe : jaspi
Fertilisation : minerale
Irrigation : sec
Enherbement : enh
Ferti_irrigation : non
Répétition : 1
Arbre : 4-1 Variété : Spu
Porte-Greffe : jaspi
Fertilisation : minerale
Irrigation : sec
Enherbement : enh
Ferti_irrigation : non
Répétition : 1
Arbre : 4-1",NA,NA,"sixtine:set/factors#qualite-du-fruit-2017.enherbement.enherbe sixtine:set/factors#qualite-du-fruit-2017.irrigation.sec","http://sixtine.mistea.inrae.fr/set/germplasms#rootstocklot.jaspi http://sixtine.mistea.inrae.fr/set/germplasms#variety.ferco",NA,NA,NA,NA,NA
"inra-sixtine:qualite-du-fruit-bas-intrant/so-parcelle-e-minerale/70","vocabulary:SubPlot",70,"LINESTRING (0.4163504 44.3319626, 0.4164363 44.3320158)","Variété : Spu
Porte-Greffe : Ish
Fertilisation : minerale
Irrigation : mic
Enherbement : enh
Ferti_irrigation : non
Répétition : 2
Arbre : 16-13 Variété : Spu
Porte-Greffe : Ish
Fertilisation : minerale
Irrigation : mic
Enherbement : enh
Ferti_irrigation : non
Répétition : 2
Arbre : 16-13",NA,NA,"sixtine:set/factors#qualite-du-fruit-2017.enherbement.desherbe sixtine:set/factors#qualite-du-fruit-2017.irrigation.irrigue-microjet","http://sixtine.mistea.inrae.fr/set/germplasms#variety.ferco http://sixtine.mistea.inrae.fr/set/germplasms#rootstocklot.ishtara",NA,NA,NA,NA,NA
"inra-sixtine:qualite-du-fruit-bas-intrant/so-parcelle-e-minerale/71","vocabulary:SubPlot",71,"LINESTRING (0.416465 44.3320335, 0.4165509 44.3320867)","Variété : Spu
Porte-Greffe : myro
Fertilisation : minerale
Irrigation : mic
Enherbement : enh
Ferti_irrigation : non
Répétition : 2
Arbre : 20-17 Variété : Spu
Porte-Greffe : myro
Fertilisation : minerale
Irrigation : mic
Enherbement : enh
Ferti_irrigation : non
Répétition : 2
Arbre : 20-17",NA,NA,"sixtine:set/factors#qualite-du-fruit-2017.enherbement.desherbe sixtine:set/factors#qualite-du-fruit-2017.irrigation.irrigue-microjet","http://sixtine.mistea.inrae.fr/set/germplasms#variety.ferco http://sixtine.mistea.inrae.fr/set/germplasms#rootstocklot.myrobolan",NA,NA,NA,NA,NA
